"Sex","Age","Time","Value"
"All persons","Population (hist&proj) 10-14, persons","2019",3669.655
"All persons","Population (hist&proj) 10-14, persons","2020",3665.435
"All persons","Population (hist&proj) 10-14, persons","2021",3664.024
"All persons","Population (hist&proj) 10-14, persons","2022",3664.617
"All persons","Population (hist&proj) 10-14, persons","2023",3666.038
"All persons","Population (hist&proj) 10-14, persons","2024",3667.15
"All persons","Population (hist&proj) 10-14, persons","2025",3666.988
"All persons","Population (hist&proj) 10-14, persons","2026",3664.599
"All persons","Population (hist&proj) 10-14, persons","2027",3659.793
"All persons","Population (hist&proj) 10-14, persons","2028",3652.587
"All persons","Population (hist&proj) 10-14, persons","2029",3642.406
"All persons","Population (hist&proj) 10-14, persons","2030",3628.673
"All persons","Population (hist&proj) 10-14, persons","2031",3611.217
"All persons","Population (hist&proj) 10-14, persons","2032",3589.606
"All persons","Population (hist&proj) 10-14, persons","2033",3563.536
"All persons","Population (hist&proj) 10-14, persons","2034",3533.755
"All persons","Population (hist&proj) 10-14, persons","2035",3501.261
"All persons","Population (hist&proj) 10-14, persons","2036",3467.076
"All persons","Population (hist&proj) 10-14, persons","2037",3432.126
"All persons","Population (hist&proj) 10-14, persons","2038",3397.177
"All persons","Population (hist&proj) 10-14, persons","2039",3362.714
"All persons","Population (hist&proj) 10-14, persons","2040",3328.903
"All persons","Population (hist&proj) 10-14, persons","2041",3295.904
"All persons","Population (hist&proj) 10-14, persons","2042",3263.99
"All persons","Population (hist&proj) 10-14, persons","2043",3233.439
"All persons","Population (hist&proj) 10-14, persons","2044",3204.599
"All persons","Population (hist&proj) 10-14, persons","2045",3177.879
"All persons","Population (hist&proj) 10-14, persons","2046",3153.609
"All persons","Population (hist&proj) 10-14, persons","2047",3131.952
"All persons","Population (hist&proj) 10-14, persons","2048",3112.878
"All persons","Population (hist&proj) 10-14, persons","2049",3096.198
"All persons","Population (hist&proj) 10-14, persons","2050",3081.611
"Males","Population (hist&proj) 15-19, persons","1950",2500
"Males","Population (hist&proj) 15-19, persons","1951",2617.24
"Males","Population (hist&proj) 15-19, persons","1952",2761.495
"Males","Population (hist&proj) 15-19, persons","1953",2931.018
"Males","Population (hist&proj) 15-19, persons","1954",3081.322
"Males","Population (hist&proj) 15-19, persons","1955",3180.419
"Males","Population (hist&proj) 15-19, persons","1956",3214.131
"Males","Population (hist&proj) 15-19, persons","1957",3167.441
"Males","Population (hist&proj) 15-19, persons","1958",3081.149
"Males","Population (hist&proj) 15-19, persons","1959",2947.094
"Males","Population (hist&proj) 15-19, persons","1960",2710.009
"Males","Population (hist&proj) 15-19, persons","1961",2442.726
"Males","Population (hist&proj) 15-19, persons","1962",2309.88
"Males","Population (hist&proj) 15-19, persons","1963",2273.665
"Males","Population (hist&proj) 15-19, persons","1964",2262.01
"Males","Population (hist&proj) 15-19, persons","1965",2358.433
"Males","Population (hist&proj) 15-19, persons","1966",2507.793
"Males","Population (hist&proj) 15-19, persons","1967",2597.168
"Males","Population (hist&proj) 15-19, persons","1968",2656.583
"Males","Population (hist&proj) 15-19, persons","1969",2707.013
"Males","Population (hist&proj) 15-19, persons","1970",2731.196
"Males","Population (hist&proj) 15-19, persons","1971",2760.646
"Males","Population (hist&proj) 15-19, persons","1972",2813.525
"Males","Population (hist&proj) 15-19, persons","1973",2875.271
"Males","Population (hist&proj) 15-19, persons","1974",2939.071
"Males","Population (hist&proj) 15-19, persons","1975",2999.589
"Males","Population (hist&proj) 15-19, persons","1976",3073.802
"Males","Population (hist&proj) 15-19, persons","1977",3156.282
"Males","Population (hist&proj) 15-19, persons","1978",3245.393
"Males","Population (hist&proj) 15-19, persons","1979",3338.035
"Males","Population (hist&proj) 15-19, persons","1980",3415.794
"Males","Population (hist&proj) 15-19, persons","1981",3456.643
"Males","Population (hist&proj) 15-19, persons","1982",3445.517
"Males","Population (hist&proj) 15-19, persons","1983",3386.191
"Males","Population (hist&proj) 15-19, persons","1984",3283.623
"Males","Population (hist&proj) 15-19, persons","1985",3147.384
"Males","Population (hist&proj) 15-19, persons","1986",2995.814
"Males","Population (hist&proj) 15-19, persons","1987",2825.441
"Males","Population (hist&proj) 15-19, persons","1988",2631.792
"Males","Population (hist&proj) 15-19, persons","1989",2449.591
"Males","Population (hist&proj) 15-19, persons","1990",2304.923
"Males","Population (hist&proj) 15-19, persons","1991",2197.633
"Males","Population (hist&proj) 15-19, persons","1992",2146.562
"Males","Population (hist&proj) 15-19, persons","1993",2150.903
"Males","Population (hist&proj) 15-19, persons","1994",2175.576
"Males","Population (hist&proj) 15-19, persons","1995",2222.883
"Males","Population (hist&proj) 15-19, persons","1996",2280.268
"Males","Population (hist&proj) 15-19, persons","1997",2323.642
"Males","Population (hist&proj) 15-19, persons","1998",2353.069
"Males","Population (hist&proj) 15-19, persons","1999",2370.201
"Males","Population (hist&proj) 15-19, persons","2000",2371.134
"Males","Population (hist&proj) 15-19, persons","2001",2373.194
"Males","Population (hist&proj) 15-19, persons","2002",2389.574
"Males","Population (hist&proj) 15-19, persons","2003",2415.686
"Males","Population (hist&proj) 15-19, persons","2004",2444.39
"Males","Population (hist&proj) 15-19, persons","2005",2467.574
"Males","Population (hist&proj) 15-19, persons","2006",2460.831
"Males","Population (hist&proj) 15-19, persons","2007",2410.5
"Males","Population (hist&proj) 15-19, persons","2008",2337.452
"Males","Population (hist&proj) 15-19, persons","2009",2254.896
"Males","Population (hist&proj) 15-19, persons","2010",2216.484
"Males","Population (hist&proj) 15-19, persons","2011",2158.743
"Males","Population (hist&proj) 15-19, persons","2012",2143.331
"Males","Population (hist&proj) 15-19, persons","2013",2139.043
"Males","Population (hist&proj) 15-19, persons","2014",2137.591
"Males","Population (hist&proj) 15-19, persons","2015",2141.254
"Males","Population (hist&proj) 15-19, persons","2016",2130.933
"Males","Population (hist&proj) 15-19, persons","2017",2097.314
"Males","Population (hist&proj) 15-19, persons","2018",2057.302
"Males","Population (hist&proj) 15-19, persons","2019",2022.03
"Males","Population (hist&proj) 15-19, persons","2020",1989.674
"Males","Population (hist&proj) 15-19, persons","2021",1964.257
"Males","Population (hist&proj) 15-19, persons","2022",1949.25
"Males","Population (hist&proj) 15-19, persons","2023",1941.472
"Males","Population (hist&proj) 15-19, persons","2024",1937.541
"Males","Population (hist&proj) 15-19, persons","2025",1934.89
"Males","Population (hist&proj) 15-19, persons","2026",1933.866
"Males","Population (hist&proj) 15-19, persons","2027",1933.905
"Males","Population (hist&proj) 15-19, persons","2028",1934.383
"Males","Population (hist&proj) 15-19, persons","2029",1934.745
"Males","Population (hist&proj) 15-19, persons","2030",1934.411
"Males","Population (hist&proj) 15-19, persons","2031",1932.901
"Males","Population (hist&proj) 15-19, persons","2032",1930.228
"Males","Population (hist&proj) 15-19, persons","2033",1926.378
"Males","Population (hist&proj) 15-19, persons","2034",1921.032
"Males","Population (hist&proj) 15-19, persons","2035",1913.934
"Males","Population (hist&proj) 15-19, persons","2036",1904.987
"Males","Population (hist&proj) 15-19, persons","2037",1893.903
"Males","Population (hist&proj) 15-19, persons","2038",1880.526
"Males","Population (hist&proj) 15-19, persons","2039",1865.235
"Males","Population (hist&proj) 15-19, persons","2040",1848.491
"Males","Population (hist&proj) 15-19, persons","2041",1830.828
"Males","Population (hist&proj) 15-19, persons","2042",1812.783
"Males","Population (hist&proj) 15-19, persons","2043",1794.743
"Males","Population (hist&proj) 15-19, persons","2044",1776.959
"Males","Population (hist&proj) 15-19, persons","2045",1759.546
"Males","Population (hist&proj) 15-19, persons","2046",1742.583
"Males","Population (hist&proj) 15-19, persons","2047",1726.181
"Males","Population (hist&proj) 15-19, persons","2048",1710.478
"Males","Population (hist&proj) 15-19, persons","2049",1695.656
"Males","Population (hist&proj) 15-19, persons","2050",1681.924
"Females","Population (hist&proj) 15-19, persons","1950",2434
"Females","Population (hist&proj) 15-19, persons","1951",2543.575
"Females","Population (hist&proj) 15-19, persons","1952",2676.575
"Females","Population (hist&proj) 15-19, persons","1953",2830.215
"Females","Population (hist&proj) 15-19, persons","1954",2971.266
"Females","Population (hist&proj) 15-19, persons","1955",3067.807
"Females","Population (hist&proj) 15-19, persons","1956",3108.891
"Females","Population (hist&proj) 15-19, persons","1957",3068.905
"Females","Population (hist&proj) 15-19, persons","1958",2977.2
"Females","Population (hist&proj) 15-19, persons","1959",2840.778
"Females","Population (hist&proj) 15-19, persons","1960",2608.404
"Females","Population (hist&proj) 15-19, persons","1961",2346.727
"Females","Population (hist&proj) 15-19, persons","1962",2212.936
"Females","Population (hist&proj) 15-19, persons","1963",2174.128
"Females","Population (hist&proj) 15-19, persons","1964",2156.167
"Females","Population (hist&proj) 15-19, persons","1965",2237.463
"Females","Population (hist&proj) 15-19, persons","1966",2377.866
"Females","Population (hist&proj) 15-19, persons","1967",2467.377
"Females","Population (hist&proj) 15-19, persons","1968",2527.467
"Females","Population (hist&proj) 15-19, persons","1969",2578.271
"Females","Population (hist&proj) 15-19, persons","1970",2602.533
"Females","Population (hist&proj) 15-19, persons","1971",2627.008
"Females","Population (hist&proj) 15-19, persons","1972",2671.746
"Females","Population (hist&proj) 15-19, persons","1973",2724.048
"Females","Population (hist&proj) 15-19, persons","1974",2780.427
"Females","Population (hist&proj) 15-19, persons","1975",2841.389
"Females","Population (hist&proj) 15-19, persons","1976",2916.879
"Females","Population (hist&proj) 15-19, persons","1977",2998.298
"Females","Population (hist&proj) 15-19, persons","1978",3085.683
"Females","Population (hist&proj) 15-19, persons","1979",3169.192
"Females","Population (hist&proj) 15-19, persons","1980",3227.025
"Females","Population (hist&proj) 15-19, persons","1981",3254.632
"Females","Population (hist&proj) 15-19, persons","1982",3247.457
"Females","Population (hist&proj) 15-19, persons","1983",3197.933
"Females","Population (hist&proj) 15-19, persons","1984",3105.618
"Females","Population (hist&proj) 15-19, persons","1985",2982.334
"Females","Population (hist&proj) 15-19, persons","1986",2843.355
"Females","Population (hist&proj) 15-19, persons","1987",2685.334
"Females","Population (hist&proj) 15-19, persons","1988",2502.925
"Females","Population (hist&proj) 15-19, persons","1989",2327.367
"Females","Population (hist&proj) 15-19, persons","1990",2186.763
"Females","Population (hist&proj) 15-19, persons","1991",2083.537
"Females","Population (hist&proj) 15-19, persons","1992",2030.926
"Females","Population (hist&proj) 15-19, persons","1993",2029.682
"Females","Population (hist&proj) 15-19, persons","1994",2053.208
"Females","Population (hist&proj) 15-19, persons","1995",2100.864
"Females","Population (hist&proj) 15-19, persons","1996",2158.2
"Females","Population (hist&proj) 15-19, persons","1997",2201.242
"Females","Population (hist&proj) 15-19, persons","1998",2230.223
"Females","Population (hist&proj) 15-19, persons","1999",2248.14
"Females","Population (hist&proj) 15-19, persons","2000",2251.635
"Females","Population (hist&proj) 15-19, persons","2001",2253.336
"Females","Population (hist&proj) 15-19, persons","2002",2267.458
"Females","Population (hist&proj) 15-19, persons","2003",2292.135
"Females","Population (hist&proj) 15-19, persons","2004",2320.645
"Females","Population (hist&proj) 15-19, persons","2005",2344.253
"Females","Population (hist&proj) 15-19, persons","2006",2338.246
"Females","Population (hist&proj) 15-19, persons","2007",2292.165
"Females","Population (hist&proj) 15-19, persons","2008",2223.845
"Females","Population (hist&proj) 15-19, persons","2009",2143.454
"Females","Population (hist&proj) 15-19, persons","2010",2103.264
"Females","Population (hist&proj) 15-19, persons","2011",2048.129
"Females","Population (hist&proj) 15-19, persons","2012",2032.003
"Females","Population (hist&proj) 15-19, persons","2013",2027.386
"Females","Population (hist&proj) 15-19, persons","2014",2026.131
"Females","Population (hist&proj) 15-19, persons","2015",2030.704
"Females","Population (hist&proj) 15-19, persons","2016",2022.665
"Females","Population (hist&proj) 15-19, persons","2017",1991.608
"Females","Population (hist&proj) 15-19, persons","2018",1953.945
"Females","Population (hist&proj) 15-19, persons","2019",1920.061
"Females","Population (hist&proj) 15-19, persons","2020",1886.45
"Females","Population (hist&proj) 15-19, persons","2021",1858.547
"Females","Population (hist&proj) 15-19, persons","2022",1841.771
"Females","Population (hist&proj) 15-19, persons","2023",1831.911
"Females","Population (hist&proj) 15-19, persons","2024",1827.007
"Females","Population (hist&proj) 15-19, persons","2025",1824.549
"Females","Population (hist&proj) 15-19, persons","2026",1823.608
"Females","Population (hist&proj) 15-19, persons","2027",1823.659
"Females","Population (hist&proj) 15-19, persons","2028",1824.112
"Females","Population (hist&proj) 15-19, persons","2029",1824.45
"Females","Population (hist&proj) 15-19, persons","2030",1824.11
"Females","Population (hist&proj) 15-19, persons","2031",1822.653
"Females","Population (hist&proj) 15-19, persons","2032",1820.105
"Females","Population (hist&proj) 15-19, persons","2033",1816.448
"Females","Population (hist&proj) 15-19, persons","2034",1811.377
"Females","Population (hist&proj) 15-19, persons","2035",1804.651
"Females","Population (hist&proj) 15-19, persons","2036",1796.182
"Females","Population (hist&proj) 15-19, persons","2037",1785.696
"Females","Population (hist&proj) 15-19, persons","2038",1773.048
"Females","Population (hist&proj) 15-19, persons","2039",1758.6
"Females","Population (hist&proj) 15-19, persons","2040",1742.779
"Females","Population (hist&proj) 15-19, persons","2041",1726.091
"Females","Population (hist&proj) 15-19, persons","2042",1709.052
"Females","Population (hist&proj) 15-19, persons","2043",1692.025
"Females","Population (hist&proj) 15-19, persons","2044",1675.241
"Females","Population (hist&proj) 15-19, persons","2045",1658.81
"Females","Population (hist&proj) 15-19, persons","2046",1642.803
"Females","Population (hist&proj) 15-19, persons","2047",1627.324
"Females","Population (hist&proj) 15-19, persons","2048",1612.505
"Females","Population (hist&proj) 15-19, persons","2049",1598.515
"Females","Population (hist&proj) 15-19, persons","2050",1585.553
"All persons","Population (hist&proj) 15-19, persons","1950",4934
"All persons","Population (hist&proj) 15-19, persons","1951",5160.814
"All persons","Population (hist&proj) 15-19, persons","1952",5438.07
"All persons","Population (hist&proj) 15-19, persons","1953",5761.233
"All persons","Population (hist&proj) 15-19, persons","1954",6052.588
"All persons","Population (hist&proj) 15-19, persons","1955",6248.226
"All persons","Population (hist&proj) 15-19, persons","1956",6323.022
"All persons","Population (hist&proj) 15-19, persons","1957",6236.346
"All persons","Population (hist&proj) 15-19, persons","1958",6058.348
"All persons","Population (hist&proj) 15-19, persons","1959",5787.872
"All persons","Population (hist&proj) 15-19, persons","1960",5318.413
"All persons","Population (hist&proj) 15-19, persons","1961",4789.452
"All persons","Population (hist&proj) 15-19, persons","1962",4522.815
"All persons","Population (hist&proj) 15-19, persons","1963",4447.793
"All persons","Population (hist&proj) 15-19, persons","1964",4418.177
"All persons","Population (hist&proj) 15-19, persons","1965",4595.896
"All persons","Population (hist&proj) 15-19, persons","1966",4885.658
"All persons","Population (hist&proj) 15-19, persons","1967",5064.545
"All persons","Population (hist&proj) 15-19, persons","1968",5184.05
"All persons","Population (hist&proj) 15-19, persons","1969",5285.283
"All persons","Population (hist&proj) 15-19, persons","1970",5333.729
"All persons","Population (hist&proj) 15-19, persons","1971",5387.654
"All persons","Population (hist&proj) 15-19, persons","1972",5485.271
"All persons","Population (hist&proj) 15-19, persons","1973",5599.319
"All persons","Population (hist&proj) 15-19, persons","1974",5719.497
"All persons","Population (hist&proj) 15-19, persons","1975",5840.978
"All persons","Population (hist&proj) 15-19, persons","1976",5990.68
"All persons","Population (hist&proj) 15-19, persons","1977",6154.58
"All persons","Population (hist&proj) 15-19, persons","1978",6331.076
"All persons","Population (hist&proj) 15-19, persons","1979",6507.226
"All persons","Population (hist&proj) 15-19, persons","1980",6642.819
"All persons","Population (hist&proj) 15-19, persons","1981",6711.274
"All persons","Population (hist&proj) 15-19, persons","1982",6692.974
"All persons","Population (hist&proj) 15-19, persons","1983",6584.123
"All persons","Population (hist&proj) 15-19, persons","1984",6389.241
"All persons","Population (hist&proj) 15-19, persons","1985",6129.718
"All persons","Population (hist&proj) 15-19, persons","1986",5839.168
"All persons","Population (hist&proj) 15-19, persons","1987",5510.775
"All persons","Population (hist&proj) 15-19, persons","1988",5134.717
"All persons","Population (hist&proj) 15-19, persons","1989",4776.957
"All persons","Population (hist&proj) 15-19, persons","1990",4491.686
"All persons","Population (hist&proj) 15-19, persons","1991",4281.17
"All persons","Population (hist&proj) 15-19, persons","1992",4177.488
"All persons","Population (hist&proj) 15-19, persons","1993",4180.585
"All persons","Population (hist&proj) 15-19, persons","1994",4228.784
"All persons","Population (hist&proj) 15-19, persons","1995",4323.747
"All persons","Population (hist&proj) 15-19, persons","1996",4438.468
"All persons","Population (hist&proj) 15-19, persons","1997",4524.884
"All persons","Population (hist&proj) 15-19, persons","1998",4583.292
"All persons","Population (hist&proj) 15-19, persons","1999",4618.341
"All persons","Population (hist&proj) 15-19, persons","2000",4622.769
"All persons","Population (hist&proj) 15-19, persons","2001",4626.53
"All persons","Population (hist&proj) 15-19, persons","2002",4657.032
"All persons","Population (hist&proj) 15-19, persons","2003",4707.821
"All persons","Population (hist&proj) 15-19, persons","2004",4765.035
"All persons","Population (hist&proj) 15-19, persons","2005",4811.827
"All persons","Population (hist&proj) 15-19, persons","2006",4799.077
"All persons","Population (hist&proj) 15-19, persons","2007",4702.664
"All persons","Population (hist&proj) 15-19, persons","2008",4561.297
"All persons","Population (hist&proj) 15-19, persons","2009",4398.351
"All persons","Population (hist&proj) 15-19, persons","2010",4319.748
"All persons","Population (hist&proj) 15-19, persons","2011",4206.872
"All persons","Population (hist&proj) 15-19, persons","2012",4175.334
"All persons","Population (hist&proj) 15-19, persons","2013",4166.429
"All persons","Population (hist&proj) 15-19, persons","2014",4163.722
"All persons","Population (hist&proj) 15-19, persons","2015",4171.958
"All persons","Population (hist&proj) 15-19, persons","2016",4153.598
"All persons","Population (hist&proj) 15-19, persons","2017",4088.922
"All persons","Population (hist&proj) 15-19, persons","2018",4011.247
"All persons","Population (hist&proj) 15-19, persons","2019",3942.091
"All persons","Population (hist&proj) 15-19, persons","2020",3876.124
"All persons","Population (hist&proj) 15-19, persons","2021",3822.804
"All persons","Population (hist&proj) 15-19, persons","2022",3791.021
"All persons","Population (hist&proj) 15-19, persons","2023",3773.383
"All persons","Population (hist&proj) 15-19, persons","2024",3764.548
"All persons","Population (hist&proj) 15-19, persons","2025",3759.439
"All persons","Population (hist&proj) 15-19, persons","2026",3757.474
"All persons","Population (hist&proj) 15-19, persons","2027",3757.564
"All persons","Population (hist&proj) 15-19, persons","2028",3758.495
"All persons","Population (hist&proj) 15-19, persons","2029",3759.195
"All persons","Population (hist&proj) 15-19, persons","2030",3758.521
"All persons","Population (hist&proj) 15-19, persons","2031",3755.554
"All persons","Population (hist&proj) 15-19, persons","2032",3750.333
"All persons","Population (hist&proj) 15-19, persons","2033",3742.826
"All persons","Population (hist&proj) 15-19, persons","2034",3732.409
"All persons","Population (hist&proj) 15-19, persons","2035",3718.585
"All persons","Population (hist&proj) 15-19, persons","2036",3701.169
"All persons","Population (hist&proj) 15-19, persons","2037",3679.599
"All persons","Population (hist&proj) 15-19, persons","2038",3653.574
"All persons","Population (hist&proj) 15-19, persons","2039",3623.835
"All persons","Population (hist&proj) 15-19, persons","2040",3591.27
"All persons","Population (hist&proj) 15-19, persons","2041",3556.919
"All persons","Population (hist&proj) 15-19, persons","2042",3521.835
"All persons","Population (hist&proj) 15-19, persons","2043",3486.768
"All persons","Population (hist&proj) 15-19, persons","2044",3452.2
"All persons","Population (hist&proj) 15-19, persons","2045",3418.356
"All persons","Population (hist&proj) 15-19, persons","2046",3385.386
"All persons","Population (hist&proj) 15-19, persons","2047",3353.505
"All persons","Population (hist&proj) 15-19, persons","2048",3322.983
"All persons","Population (hist&proj) 15-19, persons","2049",3294.171
"All persons","Population (hist&proj) 15-19, persons","2050",3267.477
"Males","Population (hist&proj) 20-24, persons","1950",2352
"Males","Population (hist&proj) 20-24, persons","1951",2428.846
"Males","Population (hist&proj) 20-24, persons","1952",2453.391
"Males","Population (hist&proj) 20-24, persons","1953",2433.862
"Males","Population (hist&proj) 20-24, persons","1954",2449.155
"Males","Population (hist&proj) 20-24, persons","1955",2535.483
"Males","Population (hist&proj) 20-24, persons","1956",2633.05
"Males","Population (hist&proj) 20-24, persons","1957",2706.631
"Males","Population (hist&proj) 20-24, persons","1958",2837.227
"Males","Population (hist&proj) 20-24, persons","1959",3013.138
"Males","Population (hist&proj) 20-24, persons","1960",3156.286
"Males","Population (hist&proj) 20-24, persons","1961",3213.919
"Males","Population (hist&proj) 20-24, persons","1962",3178.823
"Males","Population (hist&proj) 20-24, persons","1963",3116.976
"Males","Population (hist&proj) 20-24, persons","1964",3001.8
"Males","Population (hist&proj) 20-24, persons","1965",2784.32
"Males","Population (hist&proj) 20-24, persons","1966",2529.265
"Males","Population (hist&proj) 20-24, persons","1967",2374.954
"Males","Population (hist&proj) 20-24, persons","1968",2326.599
"Males","Population (hist&proj) 20-24, persons","1969",2360.21
"Males","Population (hist&proj) 20-24, persons","1970",2457.906
"Males","Population (hist&proj) 20-24, persons","1971",2593.216
"Males","Population (hist&proj) 20-24, persons","1972",2717.272
"Males","Population (hist&proj) 20-24, persons","1973",2802.461
"Males","Population (hist&proj) 20-24, persons","1974",2832.649
"Males","Population (hist&proj) 20-24, persons","1975",2811.974
"Males","Population (hist&proj) 20-24, persons","1976",2812.145
"Males","Population (hist&proj) 20-24, persons","1977",2846.016
"Males","Population (hist&proj) 20-24, persons","1978",2901.006
"Males","Population (hist&proj) 20-24, persons","1979",2982.074
"Males","Population (hist&proj) 20-24, persons","1980",3087.546
"Males","Population (hist&proj) 20-24, persons","1981",3186.431
"Males","Population (hist&proj) 20-24, persons","1982",3258.363
"Males","Population (hist&proj) 20-24, persons","1983",3328.972
"Males","Population (hist&proj) 20-24, persons","1984",3398.863
"Males","Population (hist&proj) 20-24, persons","1985",3451.261
"Males","Population (hist&proj) 20-24, persons","1986",3485.001
"Males","Population (hist&proj) 20-24, persons","1987",3466.95
"Males","Population (hist&proj) 20-24, persons","1988",3417.846
"Males","Population (hist&proj) 20-24, persons","1989",3371.969
"Males","Population (hist&proj) 20-24, persons","1990",3291.435
"Males","Population (hist&proj) 20-24, persons","1991",3178.927
"Males","Population (hist&proj) 20-24, persons","1992",3058.07
"Males","Population (hist&proj) 20-24, persons","1993",2893.824
"Males","Population (hist&proj) 20-24, persons","1994",2689.929
"Males","Population (hist&proj) 20-24, persons","1995",2516.284
"Males","Population (hist&proj) 20-24, persons","1996",2389.904
"Males","Population (hist&proj) 20-24, persons","1997",2308.029
"Males","Population (hist&proj) 20-24, persons","1998",2283.249
"Males","Population (hist&proj) 20-24, persons","1999",2298.146
"Males","Population (hist&proj) 20-24, persons","2000",2337.039
"Males","Population (hist&proj) 20-24, persons","2001",2390.391
"Males","Population (hist&proj) 20-24, persons","2002",2438.375
"Males","Population (hist&proj) 20-24, persons","2003",2467.918
"Males","Population (hist&proj) 20-24, persons","2004",2478.473
"Males","Population (hist&proj) 20-24, persons","2005",2471.104
"Males","Population (hist&proj) 20-24, persons","2006",2461.445
"Males","Population (hist&proj) 20-24, persons","2007",2464.986
"Males","Population (hist&proj) 20-24, persons","2008",2482.377
"Males","Population (hist&proj) 20-24, persons","2009",2506.427
"Males","Population (hist&proj) 20-24, persons","2010",2562.011
"Males","Population (hist&proj) 20-24, persons","2011",2564.393
"Males","Population (hist&proj) 20-24, persons","2012",2523.257
"Males","Population (hist&proj) 20-24, persons","2013",2459.383
"Males","Population (hist&proj) 20-24, persons","2014",2385.308
"Males","Population (hist&proj) 20-24, persons","2015",2304.69
"Males","Population (hist&proj) 20-24, persons","2016",2247.569
"Males","Population (hist&proj) 20-24, persons","2017",2232.233
"Males","Population (hist&proj) 20-24, persons","2018",2227.716
"Males","Population (hist&proj) 20-24, persons","2019",2225.799
"Males","Population (hist&proj) 20-24, persons","2020",2228.447
"Males","Population (hist&proj) 20-24, persons","2021",2216.701
"Males","Population (hist&proj) 20-24, persons","2022",2181.733
"Males","Population (hist&proj) 20-24, persons","2023",2140.523
"Males","Population (hist&proj) 20-24, persons","2024",2104.216
"Males","Population (hist&proj) 20-24, persons","2025",2071.177
"Males","Population (hist&proj) 20-24, persons","2026",2045.372
"Males","Population (hist&proj) 20-24, persons","2027",2029.992
"Males","Population (hist&proj) 20-24, persons","2028",2021.822
"Males","Population (hist&proj) 20-24, persons","2029",2017.552
"Males","Population (hist&proj) 20-24, persons","2030",2014.496
"Males","Population (hist&proj) 20-24, persons","2031",2013
"Males","Population (hist&proj) 20-24, persons","2032",2012.678
"Males","Population (hist&proj) 20-24, persons","2033",2012.885
"Males","Population (hist&proj) 20-24, persons","2034",2013.042
"Males","Population (hist&proj) 20-24, persons","2035",2012.645
"Males","Population (hist&proj) 20-24, persons","2036",2011.193
"Males","Population (hist&proj) 20-24, persons","2037",2008.58
"Males","Population (hist&proj) 20-24, persons","2038",2004.79
"Males","Population (hist&proj) 20-24, persons","2039",1999.505
"Males","Population (hist&proj) 20-24, persons","2040",1992.379
"Males","Population (hist&proj) 20-24, persons","2041",1983.324
"Males","Population (hist&proj) 20-24, persons","2042",1972.14
"Males","Population (hist&proj) 20-24, persons","2043",1958.679
"Males","Population (hist&proj) 20-24, persons","2044",1943.327
"Males","Population (hist&proj) 20-24, persons","2045",1926.592
"Males","Population (hist&proj) 20-24, persons","2046",1908.996
"Males","Population (hist&proj) 20-24, persons","2047",1891.021
"Males","Population (hist&proj) 20-24, persons","2048",1873.049
"Males","Population (hist&proj) 20-24, persons","2049",1855.329
"Males","Population (hist&proj) 20-24, persons","2050",1837.982
"Females","Population (hist&proj) 20-24, persons","1950",2522
"Females","Population (hist&proj) 20-24, persons","1951",2522.222
"Females","Population (hist&proj) 20-24, persons","1952",2471.165
"Females","Population (hist&proj) 20-24, persons","1953",2414.726
"Females","Population (hist&proj) 20-24, persons","1954",2405.752
"Females","Population (hist&proj) 20-24, persons","1955",2461.559
"Females","Population (hist&proj) 20-24, persons","1956",2541.135
"Females","Population (hist&proj) 20-24, persons","1957",2627.981
"Females","Population (hist&proj) 20-24, persons","1958",2760.382
"Females","Population (hist&proj) 20-24, persons","1959",2914.262
"Females","Population (hist&proj) 20-24, persons","1960",3027.26
"Females","Population (hist&proj) 20-24, persons","1961",3066.525
"Females","Population (hist&proj) 20-24, persons","1962",3022.983
"Females","Population (hist&proj) 20-24, persons","1963",2949.066
"Females","Population (hist&proj) 20-24, persons","1964",2832.543
"Females","Population (hist&proj) 20-24, persons","1965",2624.659
"Females","Population (hist&proj) 20-24, persons","1966",2395.52
"Females","Population (hist&proj) 20-24, persons","1967",2271.068
"Females","Population (hist&proj) 20-24, persons","1968",2230.955
"Females","Population (hist&proj) 20-24, persons","1969",2243.545
"Females","Population (hist&proj) 20-24, persons","1970",2330.625
"Females","Population (hist&proj) 20-24, persons","1971",2466.911
"Females","Population (hist&proj) 20-24, persons","1972",2590.895
"Females","Population (hist&proj) 20-24, persons","1973",2681.295
"Females","Population (hist&proj) 20-24, persons","1974",2733.968
"Females","Population (hist&proj) 20-24, persons","1975",2738.649
"Females","Population (hist&proj) 20-24, persons","1976",2734.619
"Females","Population (hist&proj) 20-24, persons","1977",2748.735
"Females","Population (hist&proj) 20-24, persons","1978",2775.618
"Females","Population (hist&proj) 20-24, persons","1979",2822.275
"Females","Population (hist&proj) 20-24, persons","1980",2895.98
"Females","Population (hist&proj) 20-24, persons","1981",2984.931
"Females","Population (hist&proj) 20-24, persons","1982",3066.076
"Females","Population (hist&proj) 20-24, persons","1983",3144.565
"Females","Population (hist&proj) 20-24, persons","1984",3215.736
"Females","Population (hist&proj) 20-24, persons","1985",3260.762
"Females","Population (hist&proj) 20-24, persons","1986",3283.555
"Females","Population (hist&proj) 20-24, persons","1987",3276.817
"Females","Population (hist&proj) 20-24, persons","1988",3247.622
"Females","Population (hist&proj) 20-24, persons","1989",3205.859
"Females","Population (hist&proj) 20-24, persons","1990",3129.142
"Females","Population (hist&proj) 20-24, persons","1991",3018.812
